id,team,team_name,position,now_cost,bonus_scaled,expected_goal_involvements_scaled,fixture_score,form_scaled,ict_index_scaled,individual_captain_ceiling,minutes_security,minutes_security_scaled,next_fixture_score,points_per_game_scaled,team_attack_score,team_defence_score,xgi_per_90_scaled,snapshot_gameweek,snapshot_saved_utc
32,2,Aston Villa,defender,45,0,0,0.46153846153846156,0.052631579,0.080745342,0.072986815,0.6666666666666666,0.6666666666666666,0,0.052631579,0,0,0,2,2026-08-28T20:09:31.803525+00:00
33,2,Aston Villa,defender,45,0,0,0.46153846153846156,0.15789473684210525,0.012422360248447204,0.10190500405603381,0.11851851851851852,0.11851851851851852,0,0.15789473684210525,0,0,0,2,2026-08-28T20:09:31.803525+00:00
34,2,Aston Villa,defender,45,0,0,0.46153846153846156,0.10526315789473684,0,0.090194932,0.5407407407407407,0.5407407407407407,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
35,2,Aston Villa,midfielder,50,0,0,0.46153846153846156,0.15789473684210525,0.018633540372670804,0.10252612206845617,0.11851851851851852,0.11851851851851852,0,0.15789473684210525,0,0,0,2,2026-08-28T20:09:31.803525+00:00
36,2,Aston Villa,defender,45,0,0.017857142857142856,0.46153846153846156,0.10526315789473684,0.080745342,0.10531168297758686,0.6,0.6,0,0.10526315789473684,0,0,0.016317016,2,2026-08-28T20:09:31.803525+00:00
37,2,Aston Villa,defender,45,0,0,0.46153846153846156,0,0.012422360248447204,0.034575569,0.6666666666666666,0.6666666666666666,0,0,0,0,0,2,2026-08-28T20:09:31.803525+00:00
38,2,Aston Villa,defender,40,0,0,0.46153846153846156,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
41,2,Aston Villa,midfielder,60,0,0.13095238095238096,0.46153846153846156,0.21052631578947367,0.13664596273291926,0.19996865455877436,0.6296296296296297,0.6296296296296297,0,0.21052631578947367,0,0,0.114027149,2,2026-08-28T20:09:31.803525+00:00
44,2,Aston Villa,midfielder,55,0,0,0.46153846153846156,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
45,2,Aston Villa,midfielder,55,0,0.029761904761904764,0.46153846153846156,0.15789473684210525,0.031055901,0.13464118896613175,0.6,0.6,0,0.15789473684210525,0,0,0.027195027195027196,2,2026-08-28T20:09:31.803525+00:00
46,2,Aston Villa,midfielder,50,0,0.071428571,0.46153846153846156,0.21052631578947367,0.23602484472049687,0.19506049347151508,0.5407407407407407,0.5407407407407407,0,0.21052631578947367,0,0,0.07242073,2,2026-08-28T20:09:31.803525+00:00
47,2,Aston Villa,midfielder,50,0,0,0.46153846153846156,0.21052631578947367,0.086956522,0.1683447749809306,0.6666666666666666,0.6666666666666666,0,0.21052631578947367,0,0,0,2,2026-08-28T20:09:31.803525+00:00
50,2,Aston Villa,midfielder,45,0,0,0.46153846153846156,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
51,2,Aston Villa,midfielder,45,0,0,0.46153846153846156,0.21052631578947367,0.14906832298136644,0.1745559551051542,0.6666666666666666,0.6666666666666666,0,0.21052631578947367,0,0,0,2,2026-08-28T20:09:31.803525+00:00
52,2,Aston Villa,midfielder,50,0,0,0.46153846153846156,0.15789473684210525,0.024844720496894408,0.10018427711791557,0.059259259,0.059259259,0,0.15789473684210525,0,0,0,2,2026-08-28T20:09:31.803525+00:00
55,2,Aston Villa,forward,79,0,0,0.46153846153846156,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
56,2,Aston Villa,forward,55,0,0,0.46153846153846156,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
160,2,Aston Villa,midfielder,60,0,0,0.46153846153846156,0.15789473684210525,0,0.096218324,0.02962963,0.02962963,0,0.15789473684210525,0,0,0,2,2026-08-28T20:09:31.803525+00:00
596,2,Aston Villa,defender,45,0,0,0.46153846153846156,0.15789473684210525,0.024844720496894408,0.10018427711791557,0.059259259,0.059259259,0,0.15789473684210525,0,0,0,2,2026-08-28T20:09:31.803525+00:00
597,2,Aston Villa,goalkeeper,50,0,0,0.46153846153846156,0.10526315789473684,0,0.063157895,0,0,0,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
